,CU,US,CA,AU,AR,BR,SV,IN,MX,ES,KR,PK,GB,KY,VN,NL,IT,DE,DK,NO,SG,BE,FI,CH,SE,GL,NG,JP,BS,PH,TM,IR,RU,PE,CL,EC,KE,TD,ZW,AT,SA,GE,ET,CI,FR,EG,PT,LB,SD,ZA,AE,LY,OM,QA,LK,GR,BO,VE,NP,HU,CZ,TR,PL,LV,NZ,YE,TJ,ID,ER,UG,DZ,RO,CN,MY,CR,LU,DO,BG,IL,MA,RW,GU,AM,DJ,IE,CY,RE,UA,CO,GT,CM,EE,PW,TL,MR,CK,PF,NR,SI,UZ,GA,GH,BJ,CD,KZ,KG,SY,SS,JO,WS,SR,IQ,BH,HT,MD,MM,MV,PA,NU,PG,MN,LT,TH,TV,NI,MG,BZ,MP,BD,GQ,KP,IS,KH,MZ,GY,NE,GF,JM,LI,RS,BB,AZ,HR,AL,UY,AW,SH,AF,CV,FM,SB,AS,GP,BY,HN,TN,KW,TZ,SK,MK,YT,GW,BF,PY,SC,MF,SN,CF,ML,MU,ZM,KM,GN,BA,GM,AO,BT,XK,MQ,VC,SO,BN,SZ,TW,KI,MH,ME,SL,ST,AN,MW,FO,EH,MS,FJ,LR,BI,MC,GD,NC,AQ,AI,MT,CG,TT,AG,AD,LC,LA,BM,TK,DM,TC,BW,KN,GS,GI,PS,LS,TG,TO,VU,WF,PM,FK,IM
KR,0.0,0.0,0.0,3.94999049223e-05,0.0,0.0,0.0,1.20969736695e-05,0.0,6.62519573773e-06,0.985984118765,0.0,1.94040536093e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.59388449983e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000725969825576,0.0,0.000127971467797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000992460295012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71585038277e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PK,0.0,6.90281682055e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000121321495953,0.0,0.968829799088,0.00522880353344,0.0,0.0,0.0,2.27528792427e-06,0.000102914310477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41191233907e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00115912636945,0.0,0.0,0.0,0.0,0.0,0.00390988673747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GB,0.000288182932952,8.0044938232e-05,0.0,0.000940238167299,0.000267105940869,0.0,0.0,7.56712426319e-06,3.88119521928e-05,0.00106356935659,1.78434259512e-06,0.0184412182874,0.939858774706,0.0,0.0,0.0746583102357,0.00058344979245,0.00464486814393,0.0097657800076,0.00246077406079,8.66964847397e-07,0.00567741286511,0.00366161702269,2.64946000265e-05,0.00311217734441,0.00395805606437,3.6590342506e-05,9.66386989103e-05,0.0,0.000453283467518,0.0,9.64484206803e-06,1.62806551929e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00166079960758,0.0,0.000493627583743,0.0,0.0,0.0,7.49941610616e-05,0.0,0.0,0.0,2.04630745039e-05,0.0,0.0,0.0,0.0,0.00012769804167,0.000124376227984,0.00349122058502,0.00017189488225,0.0,0.0,0.0,0.0,0.0115862881344,0.0,0.0,0.0,7.02397689675e-06,1.49866907185e-05,0.0,0.0,1.15347632733e-06,0.00149049668211,0.00484723829621,0.0,0.0,0.0,0.00187844577086,0.0,0.0,0.0512223893225,0.0,0.0,1.62148057718e-06,0.000355730852648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3254140761e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0636527121942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000206581114563,0.00385681500719,0.0,0.0,7.03332644549e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0397810983878,0.0,0.0,0.0,0.0,0.0,0.0,0.000358812019343,0.0,0.0,0.000722149433428,0.0,0.0,0.0,0.0,1.9396735327e-05,0.0,0.0,0.0,0.0,0.0,0.000612160749164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000699396624739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0336531721501
KY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999163003833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67886377991e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.524117342e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00652765079947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,0.0,2.98608366793e-05,0.0,8.55456521687e-05,0.0,0.0,0.0,0.0,0.0,0.000853006650739,0.0,0.0,0.0199119361861,0.0,0.0,0.883325929877,1.76111376693e-05,0.000453377837285,0.000122814295616,4.94226213936e-05,0.0,0.037381872347,0.0006985926611,8.33776090346e-06,4.94025687979e-05,0.0,0.0,4.5872891048e-05,0.0,1.0325803679e-05,0.0,2.01994739373e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035763490816,0.0,0.0,0.0,0.0,0.000643735005905,0.0,0.0,0.0,0.0,6.03658669097e-05,0.000190582366103,0.0,0.0,0.0,0.0,0.000142640755248,0.0,0.0,0.0,8.86687147215e-06,5.37574854395e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.14893184135e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9313248471e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000134868062882,0.0,0.0,0.0,3.47132531503e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.59977782937e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000346389180688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IT,3.68874154178e-05,1.66730732379e-05,0.0,9.5031645092e-05,0.0,1.93593041038e-05,0.0,3.97068780792e-05,0.000311933319567,0.00392353973961,0.0,9.72272672192e-06,0.00070691618065,0.0,0.0,8.00048857088e-05,0.989901688989,0.00141963469926,0.00174450336938,0.0,0.0,0.00106802449236,0.0,4.03494648115e-05,9.41252297426e-05,0.0,0.0,2.29444638261e-05,0.0,0.000470081858376,0.0,0.0,1.53996412094e-05,0.00105130694294,0.00207281684007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000753949525034,0.0,0.00222909047004,0.0,0.0,0.000103791012434,0.0,5.73425559637e-05,0.0,0.0,0.0,0.00129850913355,0.0,0.0,0.0,0.00111551223478,0.000286095012765,0.0,0.000160433163834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000492914127571,7.07694386956e-07,0.0,0.000522870318162,0.0,6.42121275593e-05,0.00514712760266,1.55334989716e-06,0.0,0.0,0.00024044105867,0.0,0.0,0.00248473924939,0.0,0.0,0.0,0.0,0.00176802899536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00320203988273,0.0,0.0,0.0,0.0,0.000129998858761,0.0,0.000645325891784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0106341797178,0.0,0.0,0.0,0.0,0.0,0.0,0.000200667192358,0.0,0.0,0.000471342291912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE,0.0,4.59205953596e-05,0.0,0.000709544798046,0.0,0.0,0.0,6.78734411716e-05,2.09709873895e-06,0.00282102055716,0.0,0.000531351258535,0.00679973598118,0.0,0.0,0.00248853418609,0.00171526345077,0.976451660849,0.0158204810617,0.0,0.000176819646692,0.00304757349773,0.00603165582155,0.00942663491204,0.00193662911729,0.0,0.0,6.96519689037e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.93537057876e-05,0.0,0.0,0.0,0.0,0.00586969625863,0.0,0.0,0.0,0.0,0.00516688890331,0.0,0.000103633279028,0.0,0.0,0.000755864654442,0.0,0.00122213499968,0.0,0.0,0.0,0.0019645616861,0.0,0.0,0.0,0.000389407777228,0.00165134922409,0.000103516064203,0.00495061912254,0.0,0.0,0.0,0.0,0.000398401674188,0.0,0.0,0.0,0.00313911770809,4.95633845511e-06,0.0,0.0,0.0,0.00486514962054,0.00398681947212,0.0,0.0,0.0,0.0,0.0,0.0,0.003438763258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000157873688019,0.0,0.0,0.0,0.0,0.0013874221055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6741182465e-05,0.0,0.0,0.00114755963426,0.0,0.0,5.41105455775e-05,0.00016919039586,0.00126989949789,0.954797458289,0.0,0.0,0.0,0.00028471633329,0.0,0.00470668560625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.89779620204e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.50972180028e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.60575539348e-05,0.0,0.0,0.0,0.0,0.0,0.000105631595231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.0,6.03003341191e-05,0.0,0.0,0.0,0.0,0.0,0.0002726850986,5.26320803192e-07,0.0,0.000883648718646,0.0,0.0,6.65423835177e-05,0.0,0.0,0.0,0.99464541898,0.0,0.0,0.0,0.0,0.000121525734813,0.0,0.0,0.000153317415769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45978052864e-05,0.0,0.0,0.0,0.0,0.000170718756469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG,0.0,0.000227560081256,0.0,0.000234328307949,0.0,0.0,0.0,0.0,0.0,2.27136672518e-07,0.0,0.0,1.33985792484e-07,0.0,0.0,0.0,0.0,1.86667675245e-05,0.0,0.0,0.965331526315,0.0,0.0,9.555686785e-06,0.0,0.0,0.0,8.76856711967e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36535214398e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00233459311474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.95932575404e-06,0.0,0.0,8.4332571915e-05,0.0,0.0,0.0,0.0,0.000107838961843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425627900431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,0.0,1.96468027529e-07,0.0,0.0,0.0,0.00013471954681,0.0,0.0,0.0,0.000375896262545,0.0,0.0,0.00117228472503,0.0,0.0,0.0289406541355,0.00018201174279,0.00042985121283,0.0,0.0,0.0,0.939824373122,0.00214032740478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000918474635996,0.0,6.87253860428e-05,0.0,0.0,0.000196088401789,0.0,0.0,0.0,0.0,0.0,3.61518752279e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.19534717269e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.92624042452e-05,0.0,0.0,0.0,0.0,0.0,0.00114288629848,0.0,0.0,0.0,0.0,0.0,0.0,0.00138934576879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.86952481915e-05,0.0,0.0,0.0,0.0,0.0,0.00260782269066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010074625348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000695071700641,0.0,0.0,0.000497216316399,0.0,0.000782122140067,0.000459939537083,0.0,0.0,0.00196767909712,0.976009243571,0.000204983851812,0.0015228537118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000135821553322,0.0,0.0,0.0,0.0,0.000491350599257,0.0,0.0,0.0,0.0,0.00148409483798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
