,TO,LS,NL,CU,US,SV,MX,AR,AU,PA,DE,DK,BE,FI,CH,GL,JP,NG,BS,PH,TM,IR,RU,PE,CL,ES,GE,BR,TZ,LB,TD,CA,ZW,AT,SA,ET,CI,CN,NO,IT,AE,LY,EG,QA,SE,ZA,ID,GR,BO,FR,NP,OM,PL,IN,TR,KR,YE,UG,DZ,MZ,SG,CR,PT,MN,DO,LK,IL,MA,IE,RO,EC,GT,KW,KE,EE,PW,LV,NZ,CK,PF,SI,HU,CO,MR,UZ,GA,GH,BJ,CG,KZ,IS,SD,PK,BG,BH,IQ,SY,KG,WS,SR,UA,VE,AZ,PG,HN,TH,TV,BZ,MG,AO,NI,JO,VN,BD,KP,GB,AI,KM,GY,NE,JM,LI,BB,AM,AW,SH,ER,AF,CV,SB,MK,YT,CM,BF,TW,PY,TJ,LU,SN,CF,MY,AL,MD,MM,ML,ZM,GN,BA,GM,CZ,BY,BT,KH,UY,MU,HT,MQ,VC,SO,BN,SK,KI,GQ,SZ,MH,TN,GW,SL,RE,AN,FO,DJ,HR,TT,BI,FJ,GU,GD,MW,NC,FM,ST,MT,AG,LC,GF,GP,CY,MV,BM,AD,AS,DM,MC,KY,BW,RW,TC,LA,MP,LT,GI,TG,EH,LR,VU,AQ,PM,MS,FK,NR,KN,SC,CX
DE,0.0,0.0,0.00470115938669,0.0,0.000309859312503,0.0,0.0,1.60298388987e-05,3.49573764128e-05,0.0,0.99271890922,0.000217836577778,0.00165064706141,1.68973406176e-05,0.00259245246891,0.0,1.73125112582e-06,0.000191535810202,0.0,2.00936688476e-05,0.0,0.0,0.0,0.0,0.0,0.000663550428789,0.0,3.83578651601e-06,0.0,0.0,0.0,5.60335529755e-06,0.0,0.00111520231909,1.006343087e-05,0.0,0.0,0.000139272597133,2.15746961307e-05,0.00034718720883,0.0,0.00174373916364,0.000152361112246,0.0,9.69223235725e-05,2.79544608525e-05,0.000176254397015,0.00223852428521,0.000259966237009,0.00087901799484,0.0,0.0,0.00124753877187,2.93595323969e-06,2.62239026606e-05,3.15807324348e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000110667748113,0.0,0.0,0.0,0.0,0.0,0.0,2.70897782374e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00010748284467,0.0,0.0,0.0,0.000129073985413,1.75568515738e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00448291505658,0.0,0.0,2.67677734918e-05,0.0,0.0,0.0,4.54447435741e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23332389586e-05,0.0,0.0,0.00272045352053,0.0010079813857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000416745212707,0.0,0.000176289872422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK,0.0,0.0,6.45122780648e-05,0.0,0.0,0.0,0.0,1.53958688453e-06,4.25169186987e-06,0.0,1.79232327447e-05,0.985754190102,2.59678810045e-07,0.000344073620053,3.25871314438e-05,0.0,2.10563465903e-07,3.46502029518e-07,0.0,2.44389302751e-06,0.0,0.0,0.0,0.0,0.0,2.6094689806e-05,0.0,4.6652764075e-07,0.0,0.0,0.0,0.0,0.0,1.27267326299e-05,1.22396505698e-06,0.0,0.0,1.64366596811e-05,0.00426080990301,1.86011269393e-05,0.0,1.02889801559e-05,1.8530924477e-05,0.0,7.31364010012e-06,0.0,2.14369458957e-05,5.88425487782e-05,3.16184007426e-05,0.0,0.0,0.0,0.0,2.62715777566e-07,3.18948288401e-06,3.84100745297e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29479502491e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.3072603946e-05,0.0,0.0,0.0,1.5698627034e-05,2.13535255665e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25563118885e-06,0.0,0.0,0.0,5.52721818996e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93253107967e-06,0.0,0.0,0.0,0.000122595763823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.06866479839e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,0.0,0.0,0.000749752483661,0.0,0.0,0.0,0.0,2.4925315447e-08,6.88332448821e-08,0.0,0.00021720467905,4.15303821261e-07,0.968454845416,3.32719129391e-08,5.27573038528e-07,0.0,3.40894097109e-09,5.60973367307e-09,0.0,3.95656817042e-08,0.0,0.0,0.0,0.0,0.0,9.57886546734e-05,0.0,2.71571999352e-06,0.0,0.0,0.0,0.0,0.0,0.000613680162737,1.98155202853e-08,0.0,0.0,2.6610315505e-07,4.2481916391e-08,2.57357389842e-05,0.0,1.6657460426e-07,3.0000849108e-07,0.0,1.18405000973e-07,5.31134756198e-05,3.47055852475e-07,0.0,5.11889663623e-07,0.000409351540878,0.0,0.0,0.0,4.25326670066e-09,5.16364927472e-08,6.21844232122e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33414555256e-08,0.0,0.0,0.0,0.0,0.0,0.0,2.11640395448e-07,0.0,0.0,0.0,2.541546923e-07,3.4570530965e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00194834385152,0.0,0.0,5.27074081863e-08,0.0,0.0,0.0,8.94835220497e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.36661552854e-08,0.0,0.0,0.221828091083,1.98477794041e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.20597202174e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FI,0.0,0.0,0.000702722594047,0.0,0.0,0.0,0.0,1.99402523576e-07,5.50665959056e-07,0.0,2.24759729747e-06,0.000556244821035,3.36327949806e-08,0.985662290186,4.22058430822e-06,0.0,2.72715277688e-08,4.48778693845e-08,0.0,3.16525453634e-07,0.0,0.0,0.0,0.0,0.0,3.37970338117e-06,0.0,6.04232147066e-08,0.0,0.0,0.0,0.0,0.0,1.64832698224e-06,1.58524162282e-07,0.0,0.0,2.1288252404e-06,3.39855331128e-07,2.40916033406e-06,0.0,1.33259683408e-06,2.40006792864e-06,0.0,0.0050431749646,0.0,2.7764468198e-06,0.0,4.09511730898e-06,0.000434360810255,0.0,0.0,0.0,3.40261336053e-08,4.13091941978e-07,4.97475385698e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26731644205e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.69312316358e-06,0.0,0.0,0.0,2.0332375384e-06,2.7656424772e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2165926549e-07,0.0,0.0,0.0,7.15868176397e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.09329242283e-07,0.0,0.0,0.0,1.58782235233e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.56477761739e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH,0.0,0.0,2.6201472693e-05,0.0,0.0,0.0,0.0,3.34876598093e-06,9.24788411639e-06,0.0,0.000365224810148,5.57968989941e-05,5.64829158904e-07,4.47014804719e-06,0.986638646389,0.0,4.57998037349e-07,7.53678938444e-07,0.0,5.31572846833e-06,0.0,0.0,0.0,0.0,0.0,5.67587385834e-05,0.0,1.01474746778e-06,0.0,0.0,0.0,0.0,0.0,2.76820033397e-05,2.66225478137e-06,0.0,0.0,3.57514910873e-05,5.70753043096e-06,4.04594386502e-05,0.0,2.23796312315e-05,4.03067407935e-05,0.0,1.59079486908e-05,0.0,4.66276478917e-05,0.0,6.8773400087e-05,0.000231938069722,0.0,0.0,0.0,5.71434887767e-07,6.93746607358e-06,8.3546016274e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.16653123278e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.84343104092e-05,0.0,0.0,0.0,3.41461912199e-05,0.00685297035726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.08134570464e-06,0.0,0.0,0.0,1.20222901544e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5536752949e-06,0.0,0.0,0.0,0.00026665888585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000110248875306,0.0,0.00287509701255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00358357241674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JP,0.0,0.0,0.000562555890978,0.0,2.7887940116e-07,0.0,0.0,3.38784887555e-07,6.94971857598e-05,0.0,3.81866780841e-06,5.64480953858e-06,5.7142118672e-08,4.52231840668e-07,7.17077273967e-06,0.0,0.999141974561,2.14898993557e-05,0.0,0.000551516335933,0.0,0.0,0.0,0.0,0.0,0.000497288374699,0.0,1.02659041787e-07,0.0,0.0,0.0,0.0,0.0,2.80050754282e-06,2.69332551718e-07,0.0,0.0,0.000192622131738,5.77414207586e-07,4.09316340756e-06,0.0,2.2640820211e-06,4.07771541075e-06,0.0,1.60936077323e-06,0.0,0.00011264178509,0.0,6.95760430796e-06,0.0,0.0,0.0,0.0,0.000193396885268,7.01843209421e-07,0.00072804313906,0.0,0.0,0.0,0.0,2.20076054127e-05,0.0,0.0,0.0,0.0,9.49819831051e-05,0.0,0.0,0.0,7.25017063505e-07,0.000201230990378,0.0,0.0,0.0,0.0,0.0,2.87661625493e-06,0.0,0.0,0.0,3.45447057774e-06,4.69882656876e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000298776849991,0.0,0.0,0.0,7.16399092068e-07,0.0,0.0,0.0,1.2162600317e-06,0.0,0.0,0.0,0.0,0.000337900779144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.65350382639e-07,0.0,0.0,0.0,2.6977101766e-05,0.0,0.000916947306464,0.0,0.0,0.0,0.0,0.0,0.0,1.11535571719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG,0.0,0.0,1.34174505871e-07,0.0,0.000277867089029,0.0,0.0,0.000104928042918,4.73572724789e-08,0.0,1.29952340156e-05,2.85729029028e-07,2.89242036833e-09,2.28910761021e-08,3.62970250507e-07,0.0,6.61023184086e-07,0.963500383528,0.0,2.72211890125e-08,0.0,1.2433730881e-05,2.71829630016e-06,0.0,0.0,2.90654490781e-07,0.0,5.19639646477e-09,0.0,0.0,0.0,2.60845850058e-05,0.0,1.41756120473e-07,1.36330779563e-08,0.0,0.0,1.83078970674e-07,2.9227558477e-08,2.07187788729e-07,0.0,3.76763694249e-05,2.06405841863e-07,0.0,8.14626406697e-08,0.0,6.0496506124e-05,0.0,3.52180088572e-07,9.15321288673e-05,0.0,0.0,0.0,2.92624749005e-09,3.55259070101e-08,4.278288317e-08,0.0,0.0,3.20530992065e-05,0.0,0.000139557729523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66989214016e-08,0.0,0.0,0.0,0.0,0.0,0.0,1.45608592068e-07,0.0,0.0,0.0,1.74858428303e-07,2.37845253039e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62626968322e-08,0.0,0.0,0.0,6.15646631702e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005445865698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38023148363e-08,0.0,0.0,0.0,1.365527223e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.64570875095e-07,0.0,0.0001031072824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PH,0.0,0.0,2.90317356227e-05,0.0,0.000398288708971,0.0,0.0,2.6321133112e-07,4.03458252208e-05,0.0,2.96682843267e-06,4.38560835252e-06,4.43952893743e-08,3.51351400637e-07,5.57117128685e-06,0.0,3.69181356589e-05,5.92387875876e-08,0.0,0.969470496913,0.0,0.0,0.0,0.0,0.0,0.000110973306405,0.0,1.79850661737e-05,0.0,0.0,0.0,0.0,0.0,2.17579161656e-06,6.92878231236e-05,0.0,0.0,0.000142520620723,4.48609037089e-07,0.000116222731385,0.0,1.75902782098e-06,3.1680896658e-06,0.0,1.25035681028e-06,0.0,0.000249043608603,0.0,5.40555484786e-06,0.0,0.0,0.0,0.0,4.49144963589e-08,2.66957864795e-05,3.37416971892e-05,0.0,0.0,0.0,0.0,0.0,0.00421851355912,0.0,0.0,0.000170543902941,0.0,0.0,0.0,0.0,5.63285770351e-07,0.0,0.0,0.0,0.00521312988371,0.0,0.0,2.23492257593e-06,0.0,0.0,0.0,2.68387355069e-06,3.6506480699e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56590230447e-07,0.0,0.0,0.0,9.44945992845e-07,0.0,0.0,0.0,0.0,2.16119679089e-05,0.0,0.0,0.0,0.0,0.0450079425781,0.0,0.0,0.00128525674379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.72314599813e-07,0.0,0.0,0.0,2.09592550507e-05,0.0,0.0,0.0,0.0,0.0,0.012175698756,0.0,0.0,8.66550645495e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000141629707306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.37966263581e-05,0.0,0.0,0.0,0.999451735466,3.66970000522e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000119120806979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32716839288e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00073519186923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RU,0.0,0.0,0.0,0.0,1.09065390919e-05,0.0,0.0,0.000188839609741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.17288351441e-05,0.0,0.0,0.0,2.23807155857e-05,0.999831587843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000158827742638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76955785718e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00098025582564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
